exer_id:token,cpt_seq:token_seq,assignment_id:token_seq
474,"1,47,48,49","0,1"
475,"1,20,47,48","0,1"
476,"8,47,70,77","0,1"
477,"32,47,48,53","0,1"
478,"0,15,47,70","0,1"
479,"26,47,48,51","0,1"
480,"1,20,47,48","0,1"
481,"29,47,48,50","0,1"
482,"27,47,48,51","0,1"
483,"17,47,70,76","0,1"
484,"11,47,70,72","0,1"
485,"39,47,48,54","0,1"
486,"27,47,48,51","0,1"
487,"18,47,70,76","0,1"
488,"13,47,70,72","0,1"
489,"47,56,60,75","0,1"
490,"47,55,60,75","0,1"
491,"1,19,47,48","0,1"
492,"11,47,70,72","0,1"
493,"25,47,48,58","0,1"
494,"1,20,47,48","0,1"
495,"25,47,48,58","0,1"
496,"5,47,60,63","0,1"
497,"12,47,70,72","0,1"
498,"47,56,60,75","0,1"
499,"37,47,48,52",1
500,"24,47,48,58","0,1"
501,"11,47,70,72","0,1"
502,"4,47,60,68","0,1"
503,"22,47,70,85","0,1"
504,"37,47,48,52","0,1"
505,"26,27,47,48,51","0,1"
506,"1,20,47,48","0,1"
507,"10,47,70,72","0,1"
508,"44,47,70,80","0,1"
509,"39,47,48,54","0,1"
510,"8,9,47,70","0,1"
511,"1,19,47,48","0,1"
512,"30,47,48,53","0,1"
513,"1,20,47,48","0,1"
514,"44,47,70,80","0,1"
515,"46,47,70,84","0,1"
516,"39,47,48,54","0,1"
517,"24,47,48,58","0,1"
518,"34,47,48,53","0,1"
519,"1,20,47,48","0,1"
520,"11,47,70,72","0,1"
521,"34,47,48,53","0,1"
522,"1,20,47,48","0,1"
523,"2,47,60,61","0,1"
524,"28,47,48,51","0,1"
525,"1,47,48,49","0,1"
526,"46,47,70,84","0,1"
527,"24,47,48,58","0,1"
528,"11,47,70,72","0,1"
529,"24,47,48,58","0,1"
530,"47,59,70,72","0,1"
531,"30,47,48,53","0,1"
532,"44,47,70,80","0,1"
533,"47,60,65,69","0,1"
534,"47,55,60,75","0,1"
535,"27,47,48,51","0,1"
536,"7,47,70,78","0,1"
537,"8,47,70,73","0,1"
538,"35,47,48,53","0,1"
539,"1,20,47,48","0,1"
540,"8,47,70,77","0,1"
541,"42,43,47,70","0,1"
542,"8,47,70,73","0,1"
543,"46,47,70,81","0,1"
544,"34,47,48,53","0,1"
545,"47,60,65,69","0,1"
546,"1,19,47,48","0,1"
547,"24,47,48,58","0,1"
548,"34,47,48,53","0,1"
549,"42,43,47,70","0,1"
550,"2,47,60,61","0,1"
551,"40,47,60,65","0,1"
552,"46,47,70,84","0,1"
553,"6,47,60,64","0,1"
554,"28,47,48,51","0,1"
555,"3,47,60,66","0,1"
556,"35,47,48,53","0,1"
557,"36,47,48,53","0,1"
558,"26,47,48,51","0,1"
559,"25,47,48,58","0,1"
560,"13,47,70,72","0,1"
561,"46,47,70,84","0,1"
562,"35,47,48,53","0,1"
563,"23,47,48,58","0,1"
564,"5,47,60,63","0,1"
565,"47,57,60,75","0,1"
566,"1,19,47,48","0,1"
567,"10,47,70,72","0,1"
568,"30,47,48,53","0,1"
569,"42,47,70,79","0,1"
570,"6,47,60,64","0,1"
571,"13,47,70,72","0,1"
572,"47,60,65,69","0,1"
573,"8,9,47,70","0,1"
574,"27,47,48,51","0,1"
575,"46,47,70,82","0,1"
576,"46,47,70,84","0,1"
577,"47,59,70,72","0,1"
578,"26,47,48,51","0,1"
579,"47,60,65,69","0,1"
580,"32,47,48,53","0,1"
581,"1,19,47,48","0,1"
582,"46,47,70,84","0,1"
583,"1,47,48,49","0,1"
584,"6,47,60,64","0,1"
585,"25,47,48,58","0,1"
586,"17,47,70,76","0,1"
587,"1,47,48,49","0,1"
588,"24,47,48,58","0,1"
589,"4,47,60,68","0,1"
590,"28,47,48,51","0,1"
591,"46,47,70,84","0,1"
592,"1,47,48,49","0,1"
593,"29,47,48,50","0,1"
594,"1,19,47,48","0,1"
595,"46,47,70,81","0,1"
596,"1,47,48,49","0,1"
597,"34,47,48,53","0,1"
598,"28,47,48,51","0,1"
599,"24,47,48,58","0,1"
600,"7,47,70,78","0,1"
601,"1,20,47,48","0,1"
602,"36,47,48,53","0,1"
603,"32,47,48,53",1
604,"47,56,60,75","0,1"
605,"24,47,48,58","0,1"
606,"30,47,48,53",1
607,"26,47,48,51","0,1"
608,"37,47,48,52",1
609,"7,47,70,78","0,1"
610,"47,60,65,69","0,1"
611,"47,60,65,69","0,1"
612,"45,47,70,80","0,1"
613,"39,47,48,54","0,1"
614,"1,47,48,49","0,1"
615,"1,20,47,48","0,1"
616,"26,47,48,51","0,1"
617,"1,20,47,48","0,1"
618,"8,47,70,73","0,1"
619,"36,47,48,53","0,1"
620,"46,47,70,81","0,1"
621,"36,47,48,53","0,1"
622,"46,47,70,84","0,1"
623,"24,47,48,58","0,1"
624,"1,20,47,48","0,1"
625,"10,47,70,72","0,1"
626,"27,47,48,51","0,1"
627,"1,20,47,48","0,1"
628,"24,47,48,58","0,1"
629,"1,20,47,48","0,1"
630,"38,47,48,52","0,1"
631,"8,47,70,73","0,1"
632,"30,47,48,53","0,1"
633,"26,47,48,51","0,1"
634,"26,47,48,51","0,1"
635,"23,47,48,58","0,1"
636,"7,47,70,78","0,1"
637,"24,47,48,58","0,1"
638,"23,47,48,58","0,1"
639,"24,47,48,58","0,1"
640,"1,20,47,48","0,1"
641,"41,47,60,62","0,1"
642,"40,47,60,65","0,1"
643,"8,47,70,73","0,1"
644,"1,20,47,48","0,1"
645,"23,47,48,58","0,1"
646,"24,47,48,58","0,1"
647,"46,47,70,81,84","0,1"
648,"37,47,48,52","0,1"
649,"33,47,48,53","0,1"
650,"24,47,48,58","0,1"
651,"30,47,48,53","0,1"
652,"24,47,48,58","0,1"
653,"1,20,47,48","0,1"
654,"8,47,67,70","0,1"
655,"25,47,48,58","0,1"
656,"1,47,48,49","0,1"
657,"7,47,70,78","0,1"
658,"40,47,60,65","0,1"
659,"1,20,47,48","0,1"
660,"32,47,48,53","0,1"
661,"47,59,70,72","0,1"
662,"14,47,70,74","0,1"
663,"36,47,48,53","0,1"
664,"12,47,70,72","0,1"
665,"27,47,48,51","0,1"
666,"35,47,48,53","0,1"
667,"7,47,70,78","0,1"
668,"47,70,71,72","0,1"
669,"10,47,70,72","0,1"
670,"40,47,60,65","0,1"
671,"34,47,48,53","0,1"
672,"16,47,70,76","0,1"
673,"23,47,48,58","0,1"
674,"1,19,47,48","0,1"
675,"28,47,48,51","0,1"
676,"24,47,48,58","0,1"
677,"25,47,48,58","0,1"
678,"24,47,48,58","0,1"
679,"22,47,70,85","0,1"
680,"32,47,48,53","0,1"
681,"8,9,47,70","0,1"
682,"45,47,70,80","0,1"
683,"11,47,70,72","0,1"
684,"22,47,70,85","0,1"
685,"22,47,70,85","0,1"
686,"4,47,60,68","0,1"
687,"14,47,70,74","0,1"
688,"27,47,48,51","0,1"
689,"12,47,70,72","0,1"
690,"44,47,70,80","0,1"
691,"22,47,70,85","0,1"
692,"36,47,48,53","0,1"
693,"34,47,48,53","0,1"
694,"28,47,48,51","0,1"
695,"13,47,70,72","0,1"
696,"27,47,48,51","0,1"
697,"46,47,70,81","0,1"
698,"36,47,48,53","0,1"
699,"31,47,48,53","0,1"
700,"44,47,70,80","0,1"
701,"8,47,70,77","0,1"
702,"36,47,48,53","0,1"
703,"37,47,48,52","0,1"
704,"45,47,70,80","0,1"
705,"8,47,70,73","0,1"
706,"1,19,47,48","0,1"
707,"25,47,48,58","0,1"
708,"28,47,48,51","0,1"
709,"4,47,60,68","0,1"
710,"11,47,70,72","0,1"
711,"13,47,70,72","0,1"
712,"8,47,70,73","0,1"
713,"42,47,70,79","0,1"
714,"26,47,48,51","0,1"
715,"37,47,48,52","0,1"
716,"6,47,60,64","0,1"
717,"40,47,60,65","0,1"
718,"46,47,70,83","0,1"
719,"37,47,48,52","0,1"
720,"8,47,70,77","0,1"
721,"44,47,70,80","0,1"
722,"32,47,48,53","0,1"
723,"8,47,70,73","0,1"
724,"36,47,48,53","0,1"
725,"41,47,60,62","0,1"
726,"42,43,47,70","0,1"
727,"10,47,70,72","0,1"
728,"39,47,48,54","0,1"
729,"12,47,70,72","0,1"
730,"38,47,48,52",1
731,"44,47,70,80","0,1"
732,"25,47,48,58","0,1"
733,"30,47,48,53","0,1"
734,"17,47,70,76","0,1"
735,"1,20,47,48","0,1"
736,"24,47,48,58","0,1"
737,"17,47,70,76","0,1"
738,"24,47,48,58","0,1"
739,"27,47,48,51","0,1"
740,"4,47,60,68","0,1"
741,"46,47,70,84","0,1"
742,"27,47,48,51","0,1"
743,"26,27,47,48,51","0,1"
744,"1,20,47,48","0,1"
745,"1,47,48,49","0,1"
746,"8,9,47,70","0,1"
747,"27,47,48,51","0,1"
748,"47,55,60,75","0,1"
749,"1,47,48,49","0,1"
750,"44,47,70,80","0,1"
751,"1,20,47,48","0,1"
752,"29,47,48,50","0,1"
753,"27,47,48,51","0,1"
754,"24,47,48,58","0,1"
755,"24,47,48,58","0,1"
756,"42,47,70,79","0,1"
757,"30,47,48,53",1
758,"39,47,48,54","0,1"
759,"32,47,48,53","0,1"
760,"38,47,48,52","0,1"
761,"11,47,70,72","0,1"
762,"47,55,60,75","0,1"
763,"35,47,48,53","0,1"
764,"24,47,48,58","0,1"
765,"37,47,48,52","0,1"
766,"47,59,70,72","0,1"
767,"1,20,47,48","0,1"
768,"12,47,70,72","0,1"
769,"24,47,48,58","0,1"
770,"13,47,70,72","0,1"
771,"36,47,48,53","0,1"
772,"10,47,70,72","0,1"
773,"27,47,48,51","0,1"
774,"32,47,48,53","0,1"
775,"35,47,48,53","0,1"
776,"47,55,60,75","0,1"
777,"8,47,70,73","0,1"
778,"8,47,70,77","0,1"
779,"11,47,70,72","0,1"
780,"12,47,70,72","0,1"
781,"47,60,65,69","0,1"
782,"6,47,60,64","0,1"
783,"28,47,48,51","0,1"
784,"42,43,47,70","0,1"
785,"26,47,48,51","0,1"
786,"23,47,48,58","0,1"
787,"1,20,47,48","0,1"
788,"24,47,48,58","0,1"
789,"25,47,48,58","0,1"
790,"1,20,47,48","0,1"
791,"39,47,48,54","0,1"
792,"13,47,70,72","0,1"
793,"36,47,48,53","0,1"
794,"47,60,65,69","0,1"
795,"25,47,48,58","0,1"
796,"37,47,48,52","0,1"
797,"34,47,48,53","0,1"
798,"22,47,70,85","0,1"
799,"35,47,48,53","0,1"
800,"25,47,48,58","0,1"
801,"47,55,60,75","0,1"
802,"11,47,70,72","0,1"
803,"1,20,47,48","0,1"
804,"1,20,47,48","0,1"
805,"27,47,48,51","0,1"
806,"12,47,70,72","0,1"
807,"30,47,48,53","0,1"
808,"47,60,65,69","0,1"
809,"24,47,48,58","0,1"
810,"32,47,48,53",1
811,"1,47,48,49","0,1"
812,"37,47,48,52","0,1"
813,"23,47,48,58","0,1"
814,"14,47,70,74","0,1"
815,"10,47,70,72","0,1"
816,"27,47,48,51","0,1"
817,"36,47,48,53","0,1"
818,"47,55,60,75","0,1"
819,"1,47,48,49","0,1"
820,"44,47,70,80","0,1"
821,"39,47,48,54","0,1"
822,"46,47,70,82","0,1"
823,"45,47,70,80","0,1"
824,"11,47,70,72","0,1"
825,"1,20,47,48","0,1"
826,"27,47,48,51","0,1"
827,"46,47,70,81","0,1"
828,"39,47,48,54","0,1"
829,"26,47,48,51","0,1"
830,"1,20,47,48","0,1"
831,"24,47,48,58","0,1"
832,"32,47,48,53",1
833,"24,47,48,58","0,1"
834,"4,47,60,68","0,1"
835,"47,60,65,69","0,1"
836,"47,60,65,69","0,1"
837,"46,47,70,84","0,1"
838,"11,47,70,72","0,1"
839,"1,47,48,49","0,1"
840,"26,47,48,51","0,1"
841,"30,47,48,53",1
842,"36,47,48,53","0,1"
843,"37,47,48,52","0,1"
844,"2,47,60,61","0,1"
845,"46,47,70,84","0,1"
846,"7,47,70,78","0,1"
847,"37,47,48,52",1
848,"8,47,70,73","0,1"
849,"1,25,47,48,49,58","0,1"
850,"4,47,60,68","0,1"
851,"28,47,48,51","0,1"
852,"25,47,48,58","0,1"
853,"8,47,70,73,77","0,1"
854,"36,47,48,53","0,1"
855,"47,70,71,72","0,1"
856,"47,60,65,69","0,1"
857,"28,47,48,51","0,1"
858,"2,47,60,61","0,1"
859,"3,47,60,66","0,1"
860,"34,47,48,53","0,1"
861,"0,15,47,70",0
862,"40,47,60,65","0,1"
863,"47,70,71,72","0,1"
864,"26,47,48,51","0,1"
865,"17,47,70,76","0,1"
866,"47,59,70,72","0,1"
867,"24,47,48,58","0,1"
868,"4,47,60,68","0,1"
869,"8,47,70,73","0,1"
870,"14,47,70,74","0,1"
871,"47,56,60,75","0,1"
872,"47,55,60,75","0,1"
873,"47,70,71,72","0,1"
874,"42,47,70,79","0,1"
875,"47,59,70,72","0,1"
876,"35,47,48,53","0,1"
877,"41,47,60,62","0,1"
878,"17,47,70,76","0,1"
879,"13,47,70,72","0,1"
880,"1,19,47,48","0,1"
881,"1,47,48,49","0,1"
882,"25,47,48,58","0,1"
883,"36,47,48,53","0,1"
884,"8,47,70,73","0,1"
885,"47,60,65,69","0,1"
886,"36,47,48,53","0,1"
887,"1,47,48,49","0,1"
888,"26,47,48,51","0,1"
889,"1,20,47,48","0,1"
890,"27,47,48,51","0,1"
891,"47,55,60,75","0,1"
892,"35,47,48,53","0,1"
893,"30,47,48,53","0,1"
894,"8,47,67,70","0,1"
895,"36,47,48,53","0,1"
896,"28,47,48,51","0,1"
897,"34,47,48,53","0,1"
898,"47,60,65,69","0,1"
899,"30,47,48,53","0,1"
900,"47,55,60,75","0,1"
901,"11,47,70,72","0,1"
902,"6,47,60,64","0,1"
903,"13,47,70,72","0,1"
904,"25,47,48,58","0,1"
905,"30,47,48,53","0,1"
906,"41,47,60,62","0,1"
907,"44,47,70,80","0,1"
908,"25,47,48,58","0,1"
909,"30,47,48,53","0,1"
910,"11,47,70,72","0,1"
911,"23,47,48,58","0,1"
912,"1,47,48,49","0,1"
913,"44,47,70,80","0,1"
914,"12,47,70,72","0,1"
915,"24,25,47,48,58","0,1"
916,"6,47,60,64","0,1"
917,"46,47,70,81","0,1"
918,"28,47,48,51","0,1"
919,"46,47,70,81","0,1"
920,"12,47,70,72","0,1"
921,"26,47,48,51","0,1"
922,"23,47,48,58","0,1"
923,"40,47,60,65","0,1"
924,"1,20,47,48","0,1"
925,"36,47,48,53","0,1"
926,"24,47,48,58","0,1"
927,"47,59,70,72","0,1"
928,"30,47,48,53","0,1"
929,"35,47,48,53","0,1"
930,"34,47,48,53","0,1"
931,"7,47,70,78","0,1"
932,"1,20,47,48","0,1"
933,"14,47,70,74","0,1"
934,"2,47,60,61","0,1"
935,"13,47,70,72","0,1"
936,"26,27,47,48,51","0,1"
937,"29,47,48,50","0,1"
938,"24,47,48,58","0,1"
939,"1,47,48,49","0,1"
940,"36,47,48,53","0,1"
941,"23,47,48,58","0,1"
942,"35,47,48,53","0,1"
943,"1,47,48,49","0,1"
944,"28,47,48,51","0,1"
945,"25,47,48,58","0,1"
946,"34,47,48,53","0,1"
947,"46,47,70,84","0,1"
